Values-and-Quantities
1
1,2,3,4,5
Kappa,0.4806751223409568,0.5426504998936397,0.5596969076387466,0.6367787463677874

4,1,2,3,5
Kappa,0.5508085446196846,0.4766681203663323,0.5596969076387466,0.5998315080033698

5,1,2,3,4
Kappa,0.4515357000398883,0.6326905417814509,0.6367787463677874,0.5998315080033698

3
1,2,3,4,5
Kappa,0.3378995433789954,0.46058091286307057,0.49367088607594933,0.38972162740899363

2,1,3,4,5
Kappa,0.3378995433789954,0.3696533093201261,0.45159752026704814,0.5096806638169475

3,1,2,4,5
Kappa,0.46058091286307057,0.3696533093201261,0.49643306756189676,0.6491601105677227

4,1,2,3,5
Kappa,0.49367088607594933,0.45159752026704814,0.49643306756189676,0.5515204550426602

5,1,2,3,4
Kappa,0.38972162740899363,0.5096806638169475,0.6491601105677227,0.5515204550426602

4
1,2,3,4,5
Kappa,0.378998870907038,0.27229425774014293,0.24655338249438918,0.22600619195046434

2,1,3,4,5
Kappa,0.378998870907038,0.37610199376101994,0.4288593986225433,0.3182371560749939

3,1,2,4,5
Kappa,0.27229425774014293,0.37610199376101994,0.36636674692687865,0.1629383749458797

4,1,2,3,5
Kappa,0.24655338249438918,0.4288593986225433,0.36636674692687865,0.16492693110647183

5,1,2,3,4
Kappa,0.22600619195046434,0.3182371560749939,0.1629383749458797,0.16492693110647183

5
1,2,3,4,5
Kappa,0.1542288557213931,0.03457566232599929,-0.035502958579881616,0.14089347079037806

2,1,3,4,5
Kappa,0.1542288557213931,0.3580742226680039,0.22018348623853212,0.054726368159204064

3,1,2,4,5
Kappa,0.03457566232599929,0.3580742226680039,0.19072615923009617,0.07947911989223189

4,1,2,3,5
Kappa,-0.035502958579881616,0.22018348623853212,0.19072615923009617,-0.035502958579881616

5,1,2,3,4
Kappa,0.14089347079037806,0.054726368159204064,0.07947911989223189,-0.035502958579881616

Classes-and-Instances
1
1,2,3,4,5
Kappa,0.13907284768211925,-0.023427866831072786,0.03456495828367112,0.08805031446540867

2,1,3,4,5
Kappa,0.13907284768211925,0.24903368304803974,-0.0005437737901032857,0.22982885085574567

3,1,2,4,5
Kappa,-0.023427866831072786,0.24903368304803974,0.019085190318797407,0.15076779897626802

4,1,2,3,5
Kappa,0.03456495828367112,-0.0005437737901032857,0.019085190318797407,-0.12448886869604725

5,1,2,3,4
Kappa,0.08805031446540867,0.22982885085574567,0.15076779897626802,-0.12448886869604725

2
1,2,3,4,5
Kappa,0.13541004450095362,-0.0774572010056267,-0.04687681749447492,0.041950936275221395

2,1,3,4,5
Kappa,0.13541004450095362,0.24903368304803974,-0.0005437737901032857,0.24528301886792458

3,1,2,4,5
Kappa,-0.0774572010056267,0.24903368304803974,0.019085190318797407,0.14182998956279724

4,1,2,3,5
Kappa,-0.04687681749447492,-0.0005437737901032857,0.019085190318797407,-0.13288773082587513

5,1,2,3,4
Kappa,0.041950936275221395,0.24528301886792458,0.14182998956279724,-0.13288773082587513

3
1,2,3,4,5
Kappa,0.10812596344417524,0.1155215187142703,-0.058581706063720373,0.029458780543503038

2,1,3,4,5
Kappa,0.10812596344417524,0.262277031490861,0.026915113871635588,0.24134660976766242

3,1,2,4,5
Kappa,0.1155215187142703,0.262277031490861,0.023638232271325776,0.0979675725051381

4,1,2,3,5
Kappa,-0.058581706063720373,0.026915113871635588,0.023638232271325776,-0.0062893081761006275

5,1,2,3,4
Kappa,0.029458780543503038,0.24134660976766242,0.0979675725051381,-0.0062893081761006275

4
1,2,3,4,5
Kappa,-0.011916020427463536,-0.03870651641352274,0.12496918905595267,-0.05511069241639177

2,1,3,4,5
Kappa,-0.011916020427463536,0.24471299093655585,0.022923712889891035,0.31562819203268644

3,1,2,4,5
Kappa,-0.03870651641352274,0.24471299093655585,-0.006842619745845546,0.23425692695214106

4,1,2,3,5
Kappa,0.12496918905595267,0.022923712889891035,-0.006842619745845546,0.03648269410664173

5,1,2,3,4
Kappa,-0.05511069241639177,0.31562819203268644,0.23425692695214106,0.03648269410664173

5
1,2,3,4,5
Kappa,0.024933834795932475,-0.004442727448329187,0.31002759889604414,0.14658634538152615

2,1,3,4,5
Kappa,0.024933834795932475,0.06665071197798245,0.08644668666484867,0.13366336633663367

3,1,2,4,5
Kappa,-0.004442727448329187,0.06665071197798245,0.09959573686144807,0.156671664167916

4,1,2,3,5
Kappa,0.31002759889604414,0.08644668666484867,0.09959573686144807,0.25986842105263164

5,1,2,3,4
Kappa,0.14658634538152615,0.13366336633663367,0.156671664167916,0.25986842105263164

Space
1
1,2,3,4,5
Kappa,0.5050904977375565,0.5242782152230971,0.5079033701163138,0.44140717851200384

2,1,3,4,5
Kappa,0.5050904977375565,0.5669745958429562,0.5950323974082073,0.5886654478976234

3,1,2,4,5
Kappa,0.5242782152230971,0.5669745958429562,0.511002444987775,0.4961612284069098

4,1,2,3,5
Kappa,0.5079033701163138,0.5950323974082073,0.511002444987775,0.4881340158213122

5,1,2,3,4
Kappa,0.44140717851200384,0.5886654478976234,0.4961612284069098,0.4881340158213122

2
1,2,3,4,5
Kappa,0.460955710955711,0.48060941828254844,0.4598765432098765,0.40764023210831724

2,1,3,4,5
Kappa,0.460955710955711,0.512267218445167,0.6167008898015058,0.5851100610810187

3,1,2,4,5
Kappa,0.48060941828254844,0.512267218445167,0.5447409733124019,0.4767583353614019

4,1,2,3,5
Kappa,0.4598765432098765,0.6167008898015058,0.5447409733124019,0.48326482677627725

5,1,2,3,4
Kappa,0.40764023210831724,0.5851100610810187,0.4767583353614019,0.48326482677627725

3
1,2,3,4,5
Kappa,0.3804420629604822,0.46996466431095407,0.36548223350253806,0.3320068220579875

2,1,3,4,5
Kappa,0.3804420629604822,0.4663648124191462,0.5635093845482322,0.621832850119753

3,1,2,4,5
Kappa,0.46996466431095407,0.4663648124191462,0.46105702364394985,0.4577308120133482

4,1,2,3,5
Kappa,0.36548223350253806,0.5635093845482322,0.46105702364394985,0.5324068060787115

5,1,2,3,4
Kappa,0.3320068220579875,0.621832850119753,0.4577308120133482,0.5324068060787115

4
1,2,3,4,5
Kappa,0.35296742525658176,0.4458653026427962,0.3480032599837001,0.2693322508625938

2,1,3,4,5
Kappa,0.35296742525658176,0.44301628106255364,0.62486602357985,0.6133622022888958

3,1,2,4,5
Kappa,0.4458653026427962,0.44301628106255364,0.4093477144324602,0.3919183993723029

4,1,2,3,5
Kappa,0.3480032599837001,0.62486602357985,0.4093477144324602,0.6304384344028221

5,1,2,3,4
Kappa,0.2693322508625938,0.6133622022888958,0.3919183993723029,0.6304384344028221

5
1,2,3,4,5
Kappa,0.05660377358490565,0.13928012519561828,0.10941475826972002,0.11684782608695643

2,1,3,4,5
Kappa,0.05660377358490565,0.4586466165413534,0.5211267605633803,0.5434782608695652

3,1,2,4,5
Kappa,0.13928012519561828,0.4586466165413534,0.5311167945439046,0.5267260579064588

4,1,2,3,5
Kappa,0.10941475826972002,0.5211267605633803,0.5311167945439046,0.47478991596638653

5,1,2,3,4
Kappa,0.11684782608695643,0.5434782608695652,0.5267260579064588,0.47478991596638653

Time
1
1,2,3,4,5
Kappa,0.717741935483871,0.6746203904555315,0.6535796766743649,0.6422487223168654

2,1,3,4,5
Kappa,0.717741935483871,0.7082585278276481,0.6401151631477927,0.6696801112656467

3,1,2,4,5
Kappa,0.6746203904555315,0.7082585278276481,0.7342545841084241,0.5968480850284038

4,1,2,3,5
Kappa,0.6535796766743649,0.6401151631477927,0.7342545841084241,0.5403179467534954

5,1,2,3,4
Kappa,0.6422487223168654,0.6696801112656467,0.5968480850284038,0.5403179467534954

2
1,2,3,4,5
Kappa,0.635036496350365,0.7133923918707661,0.6469310157523085,0.5368655057428677

2,1,3,4,5
Kappa,0.635036496350365,0.6985157699443414,0.6401151631477927,0.6696801112656467

3,1,2,4,5
Kappa,0.7133923918707661,0.6985157699443414,0.7222993612885309,0.5504776175313729

4,1,2,3,5
Kappa,0.6469310157523085,0.6401151631477927,0.7222993612885309,0.5403179467534954

5,1,2,3,4
Kappa,0.5368655057428677,0.6696801112656467,0.5504776175313729,0.5403179467534954

3
1,2,3,4,5
Kappa,0.5211267605633803,0.6374423203691497,0.47589098532494756,0.38998737904922176

2,1,3,4,5
Kappa,0.5211267605633803,0.6433121019108281,0.5231788079470199,0.631336405529954

3,1,2,4,5
Kappa,0.6374423203691497,0.6433121019108281,0.5727799816905708,0.5255979442577585

4,1,2,3,5
Kappa,0.47589098532494756,0.5231788079470199,0.5727799816905708,0.5138748227668626

5,1,2,3,4
Kappa,0.38998737904922176,0.631336405529954,0.5255979442577585,0.5138748227668626

4
1,2,3,4,5
Kappa,0.32152280437240865,0.40585009140767825,0.1618648507071765,0.2352512745812091

2,1,3,4,5
Kappa,0.32152280437240865,0.6135552913198573,0.4243684042212984,0.7133923918707661

3,1,2,4,5
Kappa,0.40585009140767825,0.6135552913198573,0.4427934621099554,0.5359628770301623

4,1,2,3,5
Kappa,0.1618648507071765,0.4243684042212984,0.4427934621099554,0.5332918481642812

5,1,2,3,4
Kappa,0.2352512745812091,0.7133923918707661,0.5359628770301623,0.5332918481642812

5
1,2,3,4,5
Kappa,-0.009463722397476282,-0.009372746935832676,-0.008403361344538007,-0.009316770186335477

2,1,3,4,5
Kappa,-0.009463722397476282,0.5393474088291748,0.2727272727272727,0.40476190476190477

3,1,2,4,5
Kappa,-0.009372746935832676,0.5393474088291748,0.19308357348703176,0.5307167235494881

4,1,2,3,5
Kappa,-0.008403361344538007,0.2727272727272727,0.19308357348703176,0.3292682926829268

5,1,2,3,4
Kappa,-0.009316770186335477,0.40476190476190477,0.5307167235494881,0.3292682926829268

Sets
1
1,2,3,4,5
Kappa,0.135294737952125,0.09902530919813257,-0.09805644010102132,0.08712851201947458

2,1,3,4,5
Kappa,0.135294737952125,0.20129314443282298,-0.02134613420488196,0.11708638507073343

3,1,2,4,5
Kappa,0.09902530919813257,0.20129314443282298,-0.04654365188653253,0.19140124248101764

4,1,2,3,5
Kappa,-0.09805644010102132,-0.02134613420488196,-0.04654365188653253,-0.005732676254651459

5,1,2,3,4
Kappa,0.08712851201947458,0.11708638507073343,0.19140124248101764,-0.005732676254651459

2
1,2,3,4,5
Kappa,0.14880201765447665,0.0967848856479947,-0.10213880401571362,0.09809485204702073

2,1,3,4,5
Kappa,0.14880201765447665,0.20129314443282298,-0.02134613420488196,0.11708638507073343

3,1,2,4,5
Kappa,0.0967848856479947,0.20129314443282298,-0.04654365188653253,0.19140124248101764

4,1,2,3,5
Kappa,-0.10213880401571362,-0.02134613420488196,-0.04654365188653253,-0.005732676254651459

5,1,2,3,4
Kappa,0.09809485204702073,0.11708638507073343,0.19140124248101764,-0.005732676254651459

3
1,2,3,4,5
Kappa,0.20723650777518043,0.1084293948126801,-0.11088039867109645,0.1058870805706249

2,1,3,4,5
Kappa,0.20723650777518043,0.23568111455108365,-0.0012135922330096527,0.12878029240937316

3,1,2,4,5
Kappa,0.1084293948126801,0.23568111455108365,-0.04011887072808307,0.20760697305863718

4,1,2,3,5
Kappa,-0.11088039867109645,-0.0012135922330096527,-0.04011887072808307,0.016853932584269704

5,1,2,3,4
Kappa,0.1058870805706249,0.12878029240937316,0.20760697305863718,0.016853932584269704

4
1,2,3,4,5
Kappa,0.15057134189503474,0.20534813319878908,-0.10980685092306053,0.021372328458942658

2,1,3,4,5
Kappa,0.15057134189503474,0.17615947925142383,-0.12574128053070677,0.12209889001009078

3,1,2,4,5
Kappa,0.20534813319878908,0.17615947925142383,-0.11626878868258195,0.1346153846153847

4,1,2,3,5
Kappa,-0.10980685092306053,-0.12574128053070677,-0.11626878868258195,-0.043203371970495175

5,1,2,3,4
Kappa,0.021372328458942658,0.12209889001009078,0.1346153846153847,-0.043203371970495175

5
1,2,3,4,5
Kappa,0.0778506827451676,0.17076962943767826,-0.036537963202902146,-0.035598705501618255

2,1,3,4,5
Kappa,0.0778506827451676,0.18416679256685298,-0.148209699350355,0.06454630495790459

3,1,2,4,5
Kappa,0.17076962943767826,0.18416679256685298,-0.06890627982439401,0.0711175616835995

4,1,2,3,5
Kappa,-0.036537963202902146,-0.148209699350355,-0.06890627982439401,-0.04499274310595047

5,1,2,3,4
Kappa,-0.035598705501618255,0.06454630495790459,0.0711175616835995,-0.04499274310595047

Physical-Entities
1
1,2,3,4,5
Kappa,0.012451696006869906,0.19948074426655127,0.039394527459732265,0.20253441118636673

2,1,3,4,5
Kappa,0.012451696006869906,0.26225606853879113,0.2955100507232764,0.3060628195763331

3,1,2,4,5
Kappa,0.19948074426655127,0.26225606853879113,0.2813141683778233,0.5389982556690756

4,1,2,3,5
Kappa,0.039394527459732265,0.2955100507232764,0.2813141683778233,0.29623113251226973

5,1,2,3,4
Kappa,0.20253441118636673,0.3060628195763331,0.5389982556690756,0.29623113251226973

2
1,2,3,4,5
Kappa,-0.020197856553998195,0.1928807947019866,0.08392434988179676,0.16943521594684374

2,1,3,4,5
Kappa,-0.020197856553998195,0.2540847738574472,0.3086050640007475,0.28898529766208725

3,1,2,4,5
Kappa,0.1928807947019866,0.2540847738574472,0.2683830338951657,0.5290034705007437

4,1,2,3,5
Kappa,0.08392434988179676,0.3086050640007475,0.2683830338951657,0.29188890932499545

5,1,2,3,4
Kappa,0.16943521594684374,0.28898529766208725,0.5290034705007437,0.29188890932499545

3
1,2,3,4,5
Kappa,-0.005311077389984931,0.21052631578947367,0.08789386401326704,0.13328197226502314

2,1,3,4,5
Kappa,-0.005311077389984931,0.23611111111111116,0.3301079270561964,0.259581881533101

3,1,2,4,5
Kappa,0.21052631578947367,0.23611111111111116,0.24632352941176483,0.44690265486725667

4,1,2,3,5
Kappa,0.08789386401326704,0.3301079270561964,0.24632352941176483,0.22112462006079026

5,1,2,3,4
Kappa,0.13328197226502314,0.259581881533101,0.44690265486725667,0.22112462006079026

4
1,2,3,4,5
Kappa,0.03201787043931492,0.10974425380382002,0.1719745222929936,0.0319570795428038

2,1,3,4,5
Kappa,0.03201787043931492,0.26655490360435874,0.17910447761194026,0.25068119891008167

3,1,2,4,5
Kappa,0.10974425380382002,0.26655490360435874,0.16938110749185675,0.3102814051866839

4,1,2,3,5
Kappa,0.1719745222929936,0.17910447761194026,0.16938110749185675,0.31554524361948955

5,1,2,3,4
Kappa,0.0319570795428038,0.25068119891008167,0.3102814051866839,0.31554524361948955

5
1,2,3,4,5
Kappa,-0.03705577336537247,0.015611781896485488,-0.056168987037926055,0.09138563690372192

2,1,3,4,5
Kappa,-0.03705577336537247,0.25643647179105866,0.0748843605450682,0.14788653436483912

3,1,2,4,5
Kappa,0.015611781896485488,0.25643647179105866,0.05213270142180104,0.2208466799411306

4,1,2,3,5
Kappa,-0.056168987037926055,0.0748843605450682,0.05213270142180104,0.08644899340213164

5,1,2,3,4
Kappa,0.09138563690372192,0.14788653436483912,0.2208466799411306,0.08644899340213164

World-States
1
1,2,3,4,5
Kappa,0.3137254901960784,0.231782265144864,0.25408477385744743,0.13606911447084225

2,1,3,4,5
Kappa,0.3137254901960784,0.09292035398230092,0.12259615384615374,0.13043478260869568

3,1,2,4,5
Kappa,0.231782265144864,0.09292035398230092,0.33319655313910546,0.1497975708502024

4,1,2,3,5
Kappa,0.25408477385744743,0.12259615384615374,0.33319655313910546,0.11133810010214507

5,1,2,3,4
Kappa,0.13606911447084225,0.13043478260869568,0.1497975708502024,0.11133810010214507

2
1,2,3,4,5
Kappa,0.36046511627906974,0.20353982300884965,0.19471153846153832,0.08695652173913049

2,1,3,4,5
Kappa,0.36046511627906974,0.09050576752440098,0.11814447934283645,0.10675381263616568

3,1,2,4,5
Kappa,0.20353982300884965,0.09050576752440098,0.33319655313910546,0.1497975708502024

4,1,2,3,5
Kappa,0.19471153846153832,0.11814447934283645,0.33319655313910546,0.11133810010214507

5,1,2,3,4
Kappa,0.08695652173913049,0.10675381263616568,0.1497975708502024,0.11133810010214507

3
1,2,3,4,5
Kappa,0.32806324110671925,0.07944514501891564,0.11492734478203426,0.06358381502890176

2,1,3,4,5
Kappa,0.32806324110671925,0.0606847114077369,0.07204536667096284,0.10908052541404922

3,1,2,4,5
Kappa,0.07944514501891564,0.0606847114077369,0.2749760102356329,0.10926980838943545

4,1,2,3,5
Kappa,0.11492734478203426,0.07204536667096284,0.2749760102356329,0.10369984366857743

5,1,2,3,4
Kappa,0.06358381502890176,0.10908052541404922,0.10926980838943545,0.10369984366857743

4
1,2,3,4,5
Kappa,0.3083573487031701,0.06779661016949146,0.07351460221550865,0.1182364729458919

2,1,3,4,5
Kappa,0.3083573487031701,0.09402546523016653,0.14640935238448693,0.3604093380236649

3,1,2,4,5
Kappa,0.06779661016949146,0.09402546523016653,0.14008755472170098,0.11408815903197933

4,1,2,3,5
Kappa,0.07351460221550865,0.14640935238448693,0.14008755472170098,0.10545329434027173

5,1,2,3,4
Kappa,0.1182364729458919,0.3604093380236649,0.11408815903197933,0.10545329434027173

5
1,2,3,4,5
Kappa,0.1869918699186992,-0.01663585951940849,-0.01663585951940849,-0.013513513513513598

2,1,3,4,5
Kappa,0.1869918699186992,0.20147420147420148,-0.04422604422604426,0.48630136986301364

3,1,2,4,5
Kappa,-0.01663585951940849,0.20147420147420148,-0.04712041884816753,0.2879746835443038

4,1,2,3,5
Kappa,-0.01663585951940849,-0.04422604422604426,-0.04712041884816753,-0.028481012658227778

5,1,2,3,4
Kappa,-0.013513513513513598,0.48630136986301364,0.2879746835443038,-0.028481012658227778

